SPCD,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,EAST,WEST,WOODLAND,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CORE,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2
431,"giant chinkapin, golden chinkapin",Chrysolepis,chrysophylla,chrysophylla,,CHCHC4,47,47,3,29,133,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.42,11,0.42,7,132.76199,9,90.78571,22,0.46,11,12,30,0.12766,0.91979,0.12152
450,catalpa spp.,Catalpa,spp.,,,CATAL,42,42,4,27,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.38,25,0.5,25,73,25,89,25,0.41,25,15,25,0.12766,0.91979,0.12152
451,southern catalpa,Catalpa,bignonioides,,,CABI8,43,43,4,27,221,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.38,25,0.5,25,73,25,89,25,0.41,25,15,25,0.12766,0.91979,0.12152
452,northern catalpa,Catalpa,speciosa,,,CASP8,41,41,3,27,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.38,11,0.5,22,72.92105,9,89.1,22,0.41,11,15,21,0.12766,0.91979,0.12152
460,hackberry spp.,Celtis,spp.,,,CELTI,41,41,3,36,115,X,X,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.49,25,0.49,25,64,25,90,25,0.53,25,15,25,0.12766,0.91979,0.12152
461,sugarberry,Celtis,laevigata,,,CELA,41,47,3,36,100,X,X,,X,X,,H,,,,X,,E,W,,1.7,,,2/24/2005,333,,3/20/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.49,25,0.49,25,64,25,90,25,0.53,25,15,25,0.12766,0.91979,0.12152
462,hackberry,Celtis,occidentalis,,,CEOC,41,47,3,36,115,X,X,,X,X,X,H,X,X,,X,,E,W,,1.7,,,2/24/2005,333,,3/20/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.49,1,0.49,8,63.53061,16,89.69388,22,0.53,1,15,32,0.12766,0.91979,0.12152
463,netleaf hackberry,Celtis,laevigata,reticulata,,CELAR,41,41,3,36,115,X,,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.49,25,0.49,25,64,25,90,25,0.53,25,15,25,0.12766,0.91979,0.12152
471,eastern redbud,Cercis,canadensis,,,CECA4,43,43,3,25,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
475,curlleaf mountain-mahogany,Cercocarpus,ledifolius,,,CELE3,48,48,4,38,156,,,X,X,X,,H,,,,,,,W,X,1.7,,,2/24/2005,333,,8/10/2009,440,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12798,0.92267,0.12506
481,yellowwood,Cladrastis,kentukea,,,CLKE,43,43,4,25,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
490,dogwood spp.,Cornus,spp.,,,CORNU,43,47,4,37,221,X,X,X,,,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.61,25,0.58,25,39.5,25,91,25,0.68,25,15,25,0.12766,0.91979,0.12152
491,flowering dogwood,Cornus,florida,,,COFL2,42,42,4,25,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.64,11,0.58,22,32.71875,22,90.65517,22,0.73,11,15,21,0.12766,0.91979,0.12152
492,Pacific dogwood,Cornus,nuttallii,,,CONU4,47,47,4,26,221,,,X,X,X,,H,,,,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.58,15,0.58,15,46.44828,22,90.65517,22,0.62,21,15,21,0.12766,0.91979,0.12152
7211,avocado,Persea,americana,,,PEAM3,43,47,3,37,146,,,,,X,,H,,,,,,,W,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
8511,Graves oak,Quercus,gravesii,,,QUGR2,26,26,4,29,221,,,,,X,,H,,,,,,E,,,4,,,6/7/2007,333,,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,75.27,24,83,24,0.66,24,19.12,24,0.12798,0.92267,0.12506
8512,Mexican white oak,Quercus,polymorpha,,,QUPO2,26,26,4,29,221,,,,,X,,H,,,,,,E,,,4,,,6/7/2007,333,,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,75.27,24,83,24,0.66,24,19.12,24,0.12798,0.92267,0.12506
8513,Buckley oak,Quercus,buckleyi,,,QUBU2,26,26,4,29,221,,,,,X,,H,,,,,,E,,,4,,,9/28/2009,10497,,,,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.59,24,0.58,24,75.27,24,83,24,0.66,24,19.12,24,0.12798,0.92267,0.12506
8514,Lacey oak,Quercus,laceyi,,,QULA,26,26,4,29,221,,,,,X,,H,,,,,,E,,,4,,,6/7/2007,333,,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,75.27,24,83,24,0.66,24,19.12,24,0.12798,0.92267,0.12506
8651,Anacahuita Texas Olive,Cordia,boissieri,,,COBO2,27,27,4,29,203,,,,,X,,H,,,,,,E,,,4,,,6/7/2007,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
744,swamp cottonwood,Populus,heterophylla,,,POHE4,37,37,3,36,118,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,24,0.46,24,106.33,24,87.67,24,0.39,24,18.44,24,0.09658,0.91882,0.08593
745,plains cottonwood,Populus,deltoides,,monilifera,PODEM,37,44,3,36,118,X,,,X,X,X,H,,,,X,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756,0.35,24,0.46,24,106.33,24,87.67,24,0.39,24,18.44,24,0.09658,0.91882,0.08593
746,quaking aspen,Populus,tremuloides,,,POTR5,37,44,3,32,119,X,X,X,X,X,X,H,X,X,X,X,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,1,0.5,5,128.94286,16,101.92,18,0.38,1,14.4,27,0.09658,0.91882,0.08593
747,black cottonwood,Populus,balsamifera,,trichocarpa,POBAT,37,44,4,36,137,X,,X,X,,X,H,,,X,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756,0.31,1,0.4,5,137.80645,5,100.325,7,0.35,1,16.3,27,0.09658,0.91882,0.08593
748,Fremont cottonwood,Populus,fremontii,,,POFR2,37,44,4,36,118,,,X,X,X,X,H,,,,X,,,W,,1.7,,,2/24/2005,333,,9/29/2009,10497,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756,0.41,7,0.41,7,56.34146,22,91.53659,22,0.45,21,22,21,0.09658,0.91882,0.08593
749,narrowleaf cottonwood,Populus,angustifolia,,,POAN3,37,44,3,36,118,X,,,X,X,X,H,,,,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756,0.35,24,0.46,24,106.33,24,87.67,24,0.39,24,18.44,24,0.09658,0.91882,0.08593
752,silver poplar,Populus,alba,,,POAL7,37,37,3,36,118,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,24,0.46,24,106.33,24,87.67,24,0.39,24,18.44,24,0.09658,0.91882,0.08593
753,Lombardy poplar,Populus,nigra,,,PONI,37,44,3,36,146,X,X,X,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,8/10/2009,440,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,24,0.46,24,106.33,24,87.67,24,0.39,24,18.44,24,0.09658,0.91882,0.08593
755,mesquite spp.,Prosopis,spp.,,,PROSO,48,48,4,38,157,,,,,X,,H,,,,,,E,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,19,0.65,22,21.21795,22,40.53846,22,0.82,11,15,21,0.12798,0.92267,0.12506
756,honey mesquite ,Prosopis,glandulosa,,,PRGL2,48,48,4,38,157,,,X,X,X,,H,,,,,,E,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,24,0.65,24,21,24,41,24,0.82,24,15,24,0.12798,0.92267,0.12506
757,velvet mesquite,Prosopis,velutina,,,PRVE,48,48,4,38,157,,,X,X,X,,H,,,,,,E,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,24,0.65,24,21,24,41,24,0.82,24,15,24,0.12798,0.92267,0.12506
758,screwbean mesquite,Prosopis,pubescens,,,PRPU,48,48,4,38,157,,,X,X,X,,H,,,,,,E,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,24,0.65,24,21,24,41,24,0.82,24,15,24,0.12798,0.92267,0.12506
760,cherry and plum spp.,Prunus,spp.,,,PRUNU,43,47,4,37,221,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,23,0.63,23,53,23,91,23,0.5,23,9.19,21,0.12766,0.91979,0.12152
761,pin cherry,Prunus,pensylvanica,,,PRPE2,43,43,3,25,154,X,X,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,53,24,91,24,0.5,24,9.19,24,0.12766,0.91979,0.12152
762,black cherry,Prunus,serotina,,,PRSE2,41,41,3,33,121,X,X,,,X,X,H,X,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.47,1,0.63,3,53.44681,16,90.77778,22,0.5,1,9.2,34,0.12766,0.91979,0.12152
763,chokecherry,Prunus,virginiana,,,PRVI,43,47,4,25,221,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,53,24,91,24,0.5,24,9.19,24,0.12766,0.91979,0.12152
764,peach,Prunus,persica,,,PRPE3,43,47,3,25,221,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,53,24,91,24,0.5,24,9.19,24,0.12766,0.91979,0.12152
765,Canada plum,Prunus,nigra,,,PRNI,43,43,4,25,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,53,24,91,24,0.5,24,9.19,24,0.12766,0.91979,0.12152
766,American plum,Prunus,americana,,,PRAM,43,43,4,25,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,53,24,91,24,0.5,24,9.19,24,0.12766,0.91979,0.12152
768,bitter cherry,Prunus,emarginata,,,PREM,47,47,4,25,221,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.47,24,0.63,24,53,24,91,24,0.5,24,9.19,24,0.12766,0.91979,0.12152
769,Allegheny plum,Prunus,alleghaniensis,,,PRAL5,43,47,3,33,221,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,53,24,91,24,0.5,24,9.19,24,0.12766,0.91979,0.12152
770,Chickasaw plum,Prunus,angustifolia,,,PRAN3,43,47,3,33,221,X,X,,,X,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,53,24,91,24,0.5,24,9.19,24,0.12766,0.91979,0.12152
321,Rocky Mountain maple,Acer,glabrum,,,ACGL,43,48,4,38,159,X,,X,,X,,H,,,,,,,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.47,24,0.53,24,70.29,24,90.57,24,0.52,24,10.88,24,0.12798,0.92267,0.12506
322,bigtooth maple,Acer,grandidentatum,,,ACGR3,48,48,4,38,159,,,X,X,X,,H,,,,,,,W,X,1.7,,,2/24/2005,333,,8/10/2009,440,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.47,24,0.53,24,70.29,24,90.57,24,0.52,24,10.88,24,0.12798,0.92267,0.12506
323,chalk maple,Acer,leucoderme,,,ACLE,31,31,4,36,97,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84103,0.47,24,0.53,24,70.29,24,90.57,24,0.52,24,10.88,24,0.12766,0.91979,0.12152
330,"buckeye, horsechestnut spp.",Aesculus,spp.,,,AESCU,41,47,3,27,221,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,10/9/2009,440,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.33,25,0.5,25,143,25,89,25,0.36,25,15,25,0.12766,0.91979,0.12152
331,Ohio buckeye,Aesculus,glabra,,,AEGL,41,47,3,27,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.33,25,0.5,25,143,25,89,25,0.36,25,15,25,0.12766,0.91979,0.12152
332,yellow buckeye,Aesculus,flava,,,AEFL,43,43,3,27,101,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.33,11,0.5,22,142.81818,5,89.1,22,0.36,11,15,21,0.12766,0.91979,0.12152
333,California buckeye,Aesculus,californica,,,AECA,41,47,3,27,221,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.33,25,0.5,25,143,25,89,25,0.36,25,15,25,0.12766,0.91979,0.12152
334,Texas buckeye,Aesculus,glabra,arguta,,AEGLA,41,41,3,27,101,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.33,25,0.5,25,143,25,89,25,0.36,25,15,25,0.12766,0.91979,0.12152
336,red buckeye,Aesculus,pavia,,,AEPA,43,47,3,27,101,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.33,25,0.5,25,143,25,89,25,0.36,25,15,25,0.12766,0.91979,0.12152
337,painted buckeye,Aesculus,sylvatica,,,AESY,41,47,3,27,101,,,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.33,25,0.5,25,143,25,89,25,0.36,25,15,25,0.12766,0.91979,0.12152
341,ailanthus,Ailanthus,altissima,,,AIAL,43,47,4,25,146,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.46,11,0.45,22,74.19565,22,78.06667,22,0.53,11,15,21,0.12766,0.91979,0.12152
345,"mimosa, silktree",Albizia,julibrissin,,,ALJU,43,43,3,36,146,X,X,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
350,alder spp.,Alnus,spp.,,,ALNUS,41,47,3,37,221,X,,X,,X,,H,,,,,,,W,,2,,,2/24/2005,333,,8/10/2009,440,N,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.37,23,0.56,23,99,23,75,23,0.41,23,11.49,21,0.09658,0.91882,0.08593
351,red alder,Alnus,rubra,,,ALRU2,45,45,3,26,131,,,X,X,X,X,H,,,X,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74995,0.37,1,0.56,9,99.24324,5,74.57143,18,0.41,1,12,27,0.09658,0.91882,0.08593
352,white alder,Alnus,rhombifolia,,,ALRH2,47,47,3,26,131,,,X,X,,,H,,,,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.37,24,0.56,24,99,24,75,24,0.41,24,11.49,24,0.09658,0.91882,0.08593
353,Arizona alder,Alnus,oblongifolia,,,ALOB2,43,47,3,37,221,,,X,X,X,,H,,,,X,,,W,,2,,,2/24/2005,333,,8/10/2009,440,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.37,24,0.56,24,99,24,75,24,0.41,24,11.49,24,0.09658,0.91882,0.08593
355,European alder,Alnus,glutinosa,,,ALGL2,41,47,3,26,146,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.37,24,0.56,24,99,24,75,24,0.41,24,11.49,24,0.09658,0.91882,0.08593
356,serviceberry spp.,Amelanchier,spp.,,,AMELA,43,48,4,37,221,X,X,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.66,11,0.5,22,48.12121,9,60.26,22,0.79,11,8.6,21,0.12766,0.91979,0.12152
357,common serviceberry,Amelanchier,arborea,,,AMAR3,43,48,4,37,221,X,X,,,,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.66,24,0.5,24,48,24,60,24,0.79,24,8.62,24,0.12766,0.91979,0.12152
358,roundleaf serviceberry,Amelanchier,sanguinea,,,AMSA,43,48,4,37,221,X,X,,,,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.66,24,0.5,24,48,24,60,24,0.79,24,8.62,24,0.12766,0.91979,0.12152
360,madrone spp.,Arbutus,spp.,,,ARBUT,43,47,4,37,221,,,X,,X,,H,,,,,,,W,,2,,,2/24/2005,333,,8/10/2009,440,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.58,25,0.6,25,66,25,60,25,0.65,25,15,25,0.12766,0.91979,0.12152
361,Pacific madrone,Arbutus,menziesii,,,ARME,47,47,4,37,132,,,X,X,,,H,,,,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.58,11,0.6,1,65.77586,9,60.25,22,0.65,11,15,21,0.12766,0.91979,0.12152
362,Arizona madrone,Arbutus,arizonica,,,ARAR2,43,47,4,37,221,,,X,X,X,,H,,,,X,,,W,,2,,,2/24/2005,333,,8/10/2009,440,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.58,25,0.6,25,66,25,60,25,0.65,25,15,25,0.12766,0.91979,0.12152
363,Texas madrone,Arbutus,xalapensis,,,ARXA80,48,48,4,29,160,,,,,X,,H,,,,,,E,W,X,4,,,6/7/2007,333,,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.58,25,0.6,25,66,25,60,25,0.65,25,15,25,0.12798,0.92267,0.12506
367,pawpaw,Asimina,triloba,,,ASTR,43,43,3,25,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,75.13,26,80.49,26,0.58,26,15.16,26,0.12766,0.91979,0.12152
